index,image_link,group_id,ocr_text
29863,https://m.media-amazon.com/images/I/51A+tfC+1kL.jpg,681445,"[""8.26in/21 cm"", ""8.26in/21 cm""]"
71153,https://m.media-amazon.com/images/I/51t5J1hRaXL.jpg,254962,"[""Bearing 120 kg"", ""6OCM"", ""138CM""]"
77420,https://m.media-amazon.com/images/I/61+45byzpeL.jpg,483370,"[""Plastikfreie"", ""Origins"", ""1:1"", ""Verpackung"", ""Baby"", ""Sobt"", ""Play and cuddle with me"", ""Zum Spielen und"", ""Liebhaben"", ""Speel en knuffel met mij"", ""Joue avec moiet"", ""fais-moi des calins"", ""FREE"", ""1+"", ""ECARE FORKO"", ""Little Alexander"", ""Fapdion""]"
11308,https://m.media-amazon.com/images/I/41Xzb2g2Q1L.jpg,939129,"[""4.75\"""", ""8.07\"""", ""9.45\""""]"
116737,https://m.media-amazon.com/images/I/71BywGM45JL.jpg,386873,"[""Blackview"", ""A55"", ""Powerful, Fast, Elegant"", ""Android 11&"", ""Quad-core"", ""Doke OS 2.1"", ""Processor"", ""3GBRAM+"", ""6.528\""HD+"", ""16GBROM"", ""Display"", ""4780mAh"", ""8MP Rear"", ""Battery"", ""Camera"", ""5MP Front"", ""Face Unlock"", ""="", ""Camera"", ""in A Blink"", ""4G LTE"", ""196g"", ""Connectivity"", ""Light""]"
40893,https://m.media-amazon.com/images/I/51M2Byi5SNL.jpg,793774,"[""64mm.2.52inch"", ""30mm/1.18inch"", ""26mm/1.02inch"", ""A"", ""20mm/0.79inch"", ""59mm./2.32inch"", ""30cm/11.81inch"", ""30mm/1.18inch""]"
40386,https://m.media-amazon.com/images/I/51LSZ6JCR4L.jpg,311997,"[""55\"""", ""50\"""", ""43\"""", ""32\"""", ""10\"""", ""120"", ""LBS"", ""7\"""", ""45\""""]"
29621,https://m.media-amazon.com/images/I/519koKjW+fL.jpg,640408,"[""25 mm"", ""20 mm"", ""230mm"", ""1000 ml"", ""33,81fl.oz"", ""80mm""]"
102800,https://m.media-amazon.com/images/I/61D1nMdCH-L.jpg,208023,"[""9.5 INCH/24CM"", ""8INCH/20CM"", ""Handicralts Home"", ""HANDMADE BEYOND BOUNDARIES"", ""10 INCH/25CM"", ""PHOTO SIZE"", ""8x10 inch"", ""20cm x25 cm"", ""Photo Size:8x10 inch/ 20x25 cm"", ""OuterSize9.5x11.5 inch/24x29 cm""]"
129259,https://m.media-amazon.com/images/I/81m9HWycFyL.jpg,802198,"[""4-FOOT AIR HOCKEY TPBLE"", ""COMPACT"", ""DURABLE AND HIGH-QUALITY"", ""SMOOTH,COLORFULAND"", ""AND COOL DESIGN"", ""CONSTRUCTION"", ""SCRATCH-FREE"", ""PLAYING SURFACE"", ""ANOS"", ""31\"""", ""WEIGHT:"", ""28 LBS""]"
122068,https://m.media-amazon.com/images/I/71fRyawymkL.jpg,749917,"[""product information."", ""Wheelbase: 28.5 inches"", ""Draw length: 25-29.5 inches."", ""Brace height: 7.5 inches."", ""draw weight: 30-60/40-70lbs"", ""Labor saving ratio: 80%"", ""Weight: 4.07lbs"", ""Initial speed of steel ball: 380fps"", ""Arrow Speed: 320fps"", ""Color: Red""]"
74045,https://m.media-amazon.com/images/I/51wL-kwHcCL.jpg,149708,"[""50cm/19.6inch"", ""35cm/13.7inch""]"
62403,https://m.media-amazon.com/images/I/51jalIi+LLL.jpg,276611,"[""196cm"", ""-"", ""30cm"", ""49cm""]"
100833,https://m.media-amazon.com/images/I/61BtCzAgBJL.jpg,403664,"[""25cm/9.8in"", ""18cm/7in"", ""13cm/5.1in"", ""11cm/4.3in"", ""11cm/4.3in"", ""11cm/4.3in"", ""800ml"", ""1200ml"", ""1800ml""]"
63831,https://m.media-amazon.com/images/I/51l8h0CN0bL.jpg,279307,"[""ALLERGY SUFFERERS!!"", ""AMUST FOR"", ""151"", ""SnviroCare"", ""TECHNOLOGIES"", ""Micro Filtration"", ""Vacuum Bags"", ""scopk Particles and Allergens"", ""Partices et Allergenes Microscopiques de Pieges"", ""recion.99.7%"", ""ParticulasAergenicos Microscopicos de los Desvios"", ""99.7%Filtracion"", ""Designed to Fit"", ""Concus Pour"", ""Diseledea Medie"", ""Royalx"", ""Tank"", ""Type J"", ""7+1""]"
130531,https://m.media-amazon.com/images/I/91DQ6Zw3RzL.jpg,407921,"[""At a glance"", ""Main features"", ""I"", ""FAX"", ""Wireless"", ""Print"", ""Copy"", ""Scan"", ""Fax"", ""Ethernet"", ""Additional features"", ""Powered by PrecisionCore"", ""EPSON"", ""20 ISO ppm black, 20 ISO ppm color*"", ""Up to 50% lower printing costs vs. color laser!."", ""Wowk47ePro"", ""500-sheet capacity tray"", ""Powerful & compact printer"", ""Print-shop-quality results"", ""35-page ADF/auto 2-sided printing"", ""Wireless/Wi-Fi Direct*/NFC*"", ""Smartphone/tablet printing"", ""2.7\"" color touchscreen"", ""WF-4730"", ""Ink cartridges"", ""DURABrite"", ""Ultra"", ""INK"", ""802 Series Genuine Epsono Ink cartridges."", ""Printer designed for use exclusively with Epson ink cartridges*"", ""1 Up to 50 percent compared with best-selling, color laser multifunction printers"", ""priced at$299 (USD) or less, as of August 2016.Calculation based on"", ""continuous printing with highest-capacity individual cartridges sold in retail"", ""*SCROLL DOWN TO \""FROM THE MANUFACTURER\"" TO LEARN MORE"", ""Actual savings will vary based on print task and use conditions..""]"
117598,https://m.media-amazon.com/images/I/71GUwysqZZL.jpg,262665,"[""LOVE"", ""IT'S ONLY NATURAL."", ""FICIA"", ""PERFUMES"", ""WORLD'S BEST"", ""CAT LITTER"", ""2X LONGER LASTING"", ""SMELL LESS.CLEAN LESS.BUY LESS."", ""QUICK CLUMPING"", ""OUTSTANDING"", ""ODOR CONTROL"", ""99%DUSTFREE"", ""FLUSHABLE"", ""SEPTIC SAFE"", ""Perfectly Calm"", ""NETAT RIB"", ""MULTIPLE CAT"", ""LAVENDER SCENTED""]"
29378,https://m.media-amazon.com/images/I/519U4vKGMcL.jpg,866516,"[""1/64"", ""1.5cm""]"
104913,https://m.media-amazon.com/images/I/61EGf9duiPL.jpg,243137,"[""BIRTHDAY"", ""PARTY"", ""WEDDING"", ""VIDEO"", ""PHOTOGRAPHY"", ""CHILDREN"", ""NEWBORN"", ""FESTIVAL"", ""YOUTUBE"", ""OUTDOOR"", ""House"", ""Waiming"", ""PARTY"", ""7ft""]"
62344,https://m.media-amazon.com/images/I/51jVRhSXbpS.jpg,470067,"[""150"", ""384 mm"", ""258 mm"", ""GROHE"", ""ACTIVATED"", ""OBWT"", ""DSWT"", ""0 52 mm""]"
37941,https://m.media-amazon.com/images/I/51Irb9JnKdL.jpg,823083,"[""12cm"", ""(4.7in)"", ""9cm"", ""(3.5in)"", ""15cm/5.9in""]"
76650,https://m.media-amazon.com/images/I/51zGBqybEJL.jpg,171418,"[""16.63in"", ""42.24cm"", ""21 in"", ""53.34cm"", ""19 in"", ""48.26cm"", ""Max Age:"", ""Max Weight:"", ""6mos."", ""20 lb/9 kg""]"
18809,https://m.media-amazon.com/images/I/41zxGC7IxvL.jpg,810266,"[""3.11 in"", ""79 mm"", ""ww 86 l"", ""u! 08'L"", ""2.91 in"", ""74 mm""]"
79708,https://m.media-amazon.com/images/I/61-TvRCx2KL.jpg,113134,"[""9.25\"""", ""PREIZ."", ""10\""""]"
41697,https://m.media-amazon.com/images/I/51MuHErkzBL.jpg,130202,"[""TODAY"", ""WE"", ""25cm"", ""CHOSE"", ""MOMENTS"", ""25cm""]"
18794,https://m.media-amazon.com/images/I/41ztFoJC9EL.jpg,276611,"[""39 cm"", ""80cm"", ""40 cm""]"
17749,https://m.media-amazon.com/images/I/41vryfRhzYL.jpg,751532,"[""OTNEN"", ""800lbs"", ""60"", ""Weight Capacity"", ""C"", ""103"", ""80.3"", ""6.3"", ""4.3""]"
97547,https://m.media-amazon.com/images/I/619x2r3bFQL.jpg,752266,"[""11\"""", ""11\"""", ""38.5\""""]"
13780,https://m.media-amazon.com/images/I/41gtaG4rZ5L.jpg,986932,"[""11.5CM/4.52IN"", ""13.8CM/5.43IN"", ""APPROXIMATE HEIGHT: 5.8CM/2.28IN""]"
776,https://m.media-amazon.com/images/I/31VLvDs2kKL.jpg,860821,"[""ENERGYGUIDE"", ""Estimated"", ""Airflow"", ""Yearly Energy Cost"", ""4,353"", ""$14"", ""Cubic Feet Per Minute"", ""  The higher the airfiow, the"", ""$3"", ""$34"", "" Airfow Eficiency. 85 Cubic"", ""more air the fan will move"", ""Cost Range of Similar Models (19  83)"", ""Feet Per Minute Per Watt"", "" Based on 12 cents per kWh and 6.4 hours use per day"", "" Your cost depends on rates and use"", "" Energy Use: 51 Wats"", ""All estimates based on typical use, excluding lights"", ""ftc.gov/energy""]"
88522,https://m.media-amazon.com/images/I/614cKf3xMbL.jpg,982714,"[""SIZES"", ""7 cm"", ""8 cm"", ""14 cm""]"
77615,https://m.media-amazon.com/images/I/61+AtFO9AcL.jpg,478357,"[""41cm"", ""47cm"", ""47cm"", ""2K"", ""uV Protection"", ""2Year"", ""Warranty""]"
100656,https://m.media-amazon.com/images/I/61BndYWo3tL.jpg,931856,"[""30cm Grass Ball"", ""Outer diameter"", ""Inner diameter of bulb"", ""Number of grass cuttings"", ""28cm/11.02in"", ""20cm/7.87in"", ""356""]"
575,https://m.media-amazon.com/images/I/31LdY2um+OL.jpg,630390,"[""MYPROTEIN"", ""IMPACT"", ""WHEY"", ""PROTEIN"", ""OLUTAMINE"", ""EBCA"", ""NET WT.88OZ"", ""5.5LB2.5KG""]"
116519,https://m.media-amazon.com/images/I/71AZvhc5YdL.jpg,892291,"[""\""Wall\""Charger Design"", ""Cube-shaped design prevents the"", ""wall charger from falling out of the wall outlet"", ""BRAND""]"
120473,https://m.media-amazon.com/images/I/71WKGtP8m+L.jpg,386873,"[""6.52-inch Waterdrop Screen"", ""BroadViewDelivers Immersive Fee"", ""720*1600"", ""20:9"", ""10 Point"", ""High Resolution"", ""AspectRatio"", ""Multi-touch""]"
48923,https://m.media-amazon.com/images/I/51UoPVqiAEL.jpg,529606,"[""16,5 cms ( 6.5\"")"", ""(..99) aam gms""]"
43687,https://m.media-amazon.com/images/I/51P2X2UTHaL.jpg,842895,"[""Product Size"", ""71mm"", ""36mm""]"
23223,https://m.media-amazon.com/images/I/512k6Kds-xL.jpg,470067,"[""7.5cm/2.95\"""", ""144/Cmss""]"
85737,https://m.media-amazon.com/images/I/613+sAvQwwL.jpg,630869,"[""OK18"", ""NI98:Z/WN9"", ""5CM/1.96IN"", ""16+5CM / 6.3+2 IN"", ""Weight:10g/0.35 OZ"", ""Diameter:6*5 cm/2.36*1.96 IN"", ""Inside Length:7 IN""]"
73410,https://m.media-amazon.com/images/I/51vctx6spfL.jpg,648011,"[""YOSENMIG4 LED"", ""COMPAREDTO TRADITIONAL"", ""0.51\"""", ""HALOGENBULB,LEDISMUCH"", ""BIGGER."", ""G4TRADITIONAL BULB"", ""1.26\"""", ""1.65"", ""12V"", ""G4"", ""4MM"", ""PLEASE CHECK SIZE AND MAKE SURE THIS LED FITS YOUR LAMP.""]"
92790,https://m.media-amazon.com/images/I/6175ujW4gvL.jpg,648011,"[""LED Filament Bulb"", ""44mm/1.73in"", ""Bammamnn"", ""2W=10W"", ""Not Dimmable"", ""100LM"", ""360"", ""E27Base"", ""Beam Angle"", ""220V"", ""360"", ""2700K""]"
70818,https://m.media-amazon.com/images/I/51sk68d0AnL.jpg,860821,"[""Airflow Cubic"", ""ENERGYGUIDE"", ""Feet per Minute"", ""Estimated"", ""Airflow"", ""Yearly Energy Cost"", ""4,026"", ""Downrod"", ""$10"", ""Cubic Feet Per Minute"", ""High 6,013"", ""The higher the airflow, the"", ""$3"", ""I"", ""$34"", ""more air the fan will move"", ""Aiflow Efficiency111 Cubic"", ""Low 1,775"", ""Cost Range of Similar Models 19-84"", ""Feet Per Minute Per Watt"", ""Based on 12 cents per kWh and 6.4 hours use per day"", ""Your cost depends on rates and use"", ""Energy Use:36 Watts"", ""With 10in downrod (included"", ""All estimates based on typical use, excluding lights"", ""ftc.govlenergy"", ""Airflow Shown Is a Weighted Average of High and Low Cubic Feet per Minute Based on Downrod""]"
109726,https://m.media-amazon.com/images/I/61QICmDv51L.jpg,853009,"[""HAMSTER CAGE"", ""There is plenty of room for pets to"", ""move around. With this carrier, you"", ""can take your pet with you anytime"", ""anywhere.Porous ventilation,increase"", ""air flow, love mice to breathe freely"", ""travel more at ease."", ""2""]"
128822,https://m.media-amazon.com/images/I/81fw8Qs5iEL.jpg,219211,"[""Model"", ""Input Voltage"", ""Output Voltage"", ""Output Current"", ""Power"", ""Size(mm)"", ""Cooling Way"", ""S-25-5"", ""AC100-240V"", ""DC5V"", ""5A"", ""25W"", ""Approx.85 x 58 x32mm/3.3 x 2.3 x 1.3in"", ""natural"", ""S-30-5"", ""AC100-240V"", ""DC5V"", ""6A"", ""30W"", ""Approx.110x78x36mm/4.3x3.1x1.4in"", ""natural"", ""S-50-5"", ""AC100-240V"", ""DC5V"", ""10A"", ""50W"", ""Approx.110x78x36mm/4.3x3.1x1.4in"", ""natural"", ""S-60-5"", ""AC100-240V"", ""DC5V"", ""12A"", ""60W"", ""Approx.110x78x36mm/4.3x3.1x1.4in"", ""natural"", ""S-100-5"", ""AC110/220V15%"", ""DC5V"", ""20A"", ""100W"", ""Approx.199x 98 x 42mm / 7.8 x 3.9 x 1.7in"", ""natural"", ""S-150-5"", ""AC110/220V15%"", ""DC 5V"", ""30A"", ""150W"", ""Approx.199x98x42mm/7.8x3.9x1.7in"", ""natural"", ""S-200-5"", ""AC110/220V15%"", ""DC5V"", ""40A"", ""200W"", ""Approx.199x110x50mm/7.8x4.3x2in"", ""natural"", ""S-300-5"", ""AC110/220V15%"", ""DC5V"", ""60A"", ""300W"", ""Approx.213x113x50mm/8.4x4.4x2in"", ""by fan"", ""S-350-5"", ""AC110/220V15%"", ""DC5V"", ""70A"", ""350W"", ""Apprpox.213 x 113 x 50mm/8.4 x 4.4 x 2in"", ""by fan""]"
83306,https://m.media-amazon.com/images/I/611XSxwd2pL.jpg,292475,"[""3oz Cup Size(Top Dia x H): Approx. 7 x 3.5cm  2.8 x 1.4inch"", ""Top Dia"", ""H""]"
29172,https://m.media-amazon.com/images/I/519ChcrqtHS.jpg,385140,"[""Only"", ""4.0 lbs/1.8 kgs"", ""OLUM"", ""880mm(34.6 in)"", ""420mm(16.5in)""]"
116775,https://m.media-amazon.com/images/I/71C6C04XQDL.jpg,530318,"[""SUITABLE FOR L & M SIZED DOGS"", ""Spring"", ""Pyrenean"", ""Bedlington"", ""Beagle"", ""Sheepdog"", ""Spaniel"", ""Terrier"", ""Golden"", ""Labrador"", ""Siberian"", ""Samoyed"", ""Retriever"", ""Retriever"", ""Husky"", ""NOTE:"", ""Please measure the body length."", ""of your pet before purchasing."", ""Body Length-"", ""38.5\""-42.5'"", ""70.75\"""", ""Body length < 21.75\"""", ""Suitable for dogs up to 66 Ibs.""]"
118555,https://m.media-amazon.com/images/I/71M+YquUsxL.jpg,355666,"[""Specification"", ""Specifications"", ""new Legend ULtra HD Binocular"", ""Material"", ""Magnesium chassis+rubber armoring"", ""Fashion Appearance"", ""Coating"", ""FMC"", ""HD prisms glass"", ""Professional BAK4 high end"", ""Color"", ""Black"", ""Close up distance"", ""1.2m"", ""Weight"", ""300g"", ""Magnification"", ""10x"", ""Size"", ""112*105*35cm""]"
80797,https://m.media-amazon.com/images/I/6107FvfjFoL.jpg,810266,"[""CAPACITY - 5.64 OZ"", ""2.56 inches"", ""2.75 inches"", ""3.15 inches"", ""0.32 inches"", ""3.43 inches"", ""Walnut Wood Coaster""]"
33532,https://m.media-amazon.com/images/I/51DuT5ShyvL.jpg,826444,"[""3.1 in/8.0 cm"", ""5.3in/13.5 cm""]"
23634,https://m.media-amazon.com/images/I/513BOrYhMvL.jpg,748919,"[""BEN"", ""CALIFO"", ""PACKED"", ""SAN"", ""Organi"", ""Diced Tomatoes In Juice"", ""Net Weight 6lbs.6ozs"", ""2.89kg""]"
71096,https://m.media-amazon.com/images/I/51t2NDdDCNL.jpg,594224,"[""9CM"", ""23CM"", ""14CM "", ""7.5CM""]"
34379,https://m.media-amazon.com/images/I/51EsyPOepZL.jpg,913156,"[""About"", ""Size"", ""89'Z/we8'9"", ""3.5cm/1.37'""]"
100785,https://m.media-amazon.com/images/I/61BrqK15eLL.jpg,860821,"[""BAJAJ"", ""BUILTFORLIFE"", ""BAJAI"", ""Sweep Size 1200mm"", ""Air Delivery 215 CMM"", ""380RPM"", ""L"", ""High Speed 380 RPM"", ""Spins incredibly fast"", ""with less power"", ""consumed-53""]"
57899,https://m.media-amazon.com/images/I/51eeT+Iv9IL.jpg,628971,"[""RESEALABLE FOR FRESHNESS"", ""Tyson"", ""NO"", ""ANTIBIOTICS"", ""EVER!"", ""Grilled"", ""&Ready"", ""FULLYCOOKED"", ""FAJITA"", ""CHICKEN BREAST"", ""STRIPS"", ""REAL,SIMPLE"", ""100% All NaturalChicken"", ""Mode wih whle Moat Chicken"", ""gdhoen perservng"", ""NETWL22OZ137B623g""]"
8360,https://m.media-amazon.com/images/I/41NANCkKtcL.jpg,459271,"[""Product Weight:16.4kg/36lbs"", ""15.7\"""", ""10cm"", ""4\"""", ""6.2m"", ""20.3ft"", ""109cm"", ""3.6ft"", ""0"", ""19.3\"""", ""49cm""]"
28774,https://m.media-amazon.com/images/I/518m7AVnjYL.jpg,810266,"[""SaHm"", ""ca.0 82 mm"", ""cw 20m amm""]"
95206,https://m.media-amazon.com/images/I/618XKwUZpcS.jpg,594224,"[""7cm/2.8inch"", ""9cm/3.5inch""]"
60344,https://m.media-amazon.com/images/I/51hK3vvAU1L.jpg,969033,"[""GroBe"", ""110 x 89cm"", ""Farbe"", ""Schwarz"", ""Fullmaterial"", ""Visco-Schaumstoff""]"
106499,https://m.media-amazon.com/images/I/61FAqMdquuL.jpg,860080,"[""Folded dimensions"", ""Unfolded dimensions"", ""28cm"", ""28cm"", ""94cm"", ""79-89cm"", ""55cm"", ""55cm"", ""53cm""]"
14041,https://m.media-amazon.com/images/I/41hxdm3stMS.jpg,866516,"[""Baaa/amn"", ""13cm/5.1in""]"
16860,https://m.media-amazon.com/images/I/41sfLFIDDSL.jpg,425150,"[""90cm""]"
91099,https://m.media-amazon.com/images/I/6167XGrK6-L.jpg,648011,"[""PRODUCTSPECIFICATIONS"", ""LEDFilamentBulb"", ""2.3inch"", ""(59.5mm)"", ""Product Type:Dimmable 6W ST58"", ""CRI:95+"", ""5.1inch"", ""InscandescentEquivalent: 60Watts"", ""(130mm)"", ""Brightness:800 Lumens"", ""Dimmable:"", ""Voltage:120V"", ""View Angle:360 Degree"", ""Lifespan:25000+Hours"", ""Materials: Environmental glass & Aluminum nickel"", ""E26"", ""Warm"", ""Light Appearance"", ""Cool"", ""BASE"", ""1000K"", ""5000K"", ""10000K""]"
64494,https://m.media-amazon.com/images/I/51lqTt34EQL.jpg,173193,"[""2,8mm+/-1"", ""12,5mm+/-2,5"", ""14mm+/-1"", ""MA MKP"", ""3,3/2851"", ""MKP 3,3 F5%"", ""400V AC 10000h/KI.B"", ""48mm+/-1"", ""450V AC3000h/KI.C"", ""50/60 Hz-25/85/21"", ""cE"", ""$0.#"", ""EN 60252-1"", ""year.month.day /Jahr.Monat.Tag"", ""25mm+/-0,5""]"
98831,https://m.media-amazon.com/images/I/61AikMHY-iL.jpg,721542,"[""23mm"", ""570mm"", ""27.5mm"", ""31.5mm"", ""30"", ""600mm"", ""35.6mm"", ""1.5mm"", ""635mm"", ""20am~0eem"", ""1.3mm"", ""RXA"", ""795mm"", ""35.6mm31.5mm=27.5mm=23mm"", ""795mm635mm600mm570mm"", ""1.3mm1.3mm1.5mm1.5mm"", ""80cm"", ""260cm""]"
39590,https://m.media-amazon.com/images/I/51KcEzL7isL.jpg,752266,"[""Commodity parameters"", ""40CM/15W"", ""60CM /24W"", ""80CM/32W"", ""100CM/39W"", ""120CM /48W""]"
27441,https://m.media-amazon.com/images/I/517MurLtoPL.jpg,488883,"[""150 kg"", ""KG"", ""40 cm"", ""0 32 cm""]"
54107,https://m.media-amazon.com/images/I/51aRUsfwLZL.jpg,704724,"[""DIMENSIONS"", ""WEIGHT CAPACITY"", ""300LBS"", ""17\"""", ""11"", ""69"", ""18.5"", ""O""]"
74531,https://m.media-amazon.com/images/I/51wvF-K+8XL.jpg,478357,"[""35 cm(13.8\"""", ""60 cm(23.6""]"
95037,https://m.media-amazon.com/images/I/618S8YPe1kL.jpg,442321,"[""SIZEINCH"", ""I"", ""29.5\"""", ""60\"""", ""39.4\"""", ""23.6\"""", ""29.5\""""]"
116068,https://m.media-amazon.com/images/I/7183wDGDqQL.jpg,721522,"[""Product Dimensions: 72x15x4.1\""/ 1830x380x105mm"", ""Net Weight: 60.8lbs / 27.6kg"", ""Material: Aluminum Alloy"", ""Max Load Capacity: 8810lbs / 4t"", ""Accessories: 12*130 mm Stainless Steel Long Screw (with Pin) x2"", ""1 Pair of Gloves"", ""User Manual x1"", ""4.1\"" / 105mm"", ""' / 1830mm"", ""15\"" / 380mm""]"
43722,https://m.media-amazon.com/images/I/51P4OOxB6BL.jpg,208023,"[""CEANOTHE"", ""www.ceanothe.com"", ""FABRIQUEEN"", ""FRANCE"", ""30x40CM"", ""30cm"", ""FRANCE"", ""RECYCLE"", ""CRYLIQU"", ""FSC"", ""MIXTE"", ""Bois"", ""FSCC011204""]"
36751,https://m.media-amazon.com/images/I/51HYMFfMNoS.jpg,970563,"[""0.6 cm"", ""1.5 cm"", ""3 cm""]"
104993,https://m.media-amazon.com/images/I/61EJuxb7FCL.jpg,141308,"[""RnnT 3"", ""rebel 250/ABS/500('17~'23) lc fJ"", ""26.3cm"", ""19cm"", ""yFyF""]"
129237,https://m.media-amazon.com/images/I/81lxrc9U-WL.jpg,721522,"[""MAXSUPPORTUPTO200-250LBS"", ""Pet Ramp for all sizes and types of dogs"", ""250LB"", ""Large"", ""Medium"", ""Small"", ""Old Dog"", ""Injured Dog""]"
68593,https://m.media-amazon.com/images/I/51qKXFSfJ0L.jpg,810266,"[""3'/2\"""", ""YETI"", ""43/s"", ""18/8"", ""STAINLESS"", ""STEEL""]"
95221,https://m.media-amazon.com/images/I/618Y+6Po-eL.jpg,184557,"[""69 cm"", ""1000"", ""50 cm""]"
49121,https://m.media-amazon.com/images/I/51V3gga8cpL.jpg,941694,"[""DSOURCEOFPROTEIN-10K"", ""VETERAN OWNED"", ""BLACK RIFLE"", ""COFFEE COMPANY-"", ""ESPRESSO"", ""ESPRESSO"", ""WITH CREAM"", ""WITH CREAM"", ""OUR ESPRESSO WITH CREAM"", ""FEATURES SMOOTH COLOMBIAN"", ""COFFEE ACCENTED BY A"", ""WELL-DESERVED SPLASH OF"", ""ERCATCOFFL"", ""DECADENT SWEET CREAM"", ""200MG CAFFEINE"", ""11FLOZ325ML)""]"
76671,https://m.media-amazon.com/images/I/51zIS9tMjzL.jpg,494658,"[""Z"", ""14""]"
76368,https://m.media-amazon.com/images/I/51yzCuLTgNL.jpg,375438,"[""PRODUCT SIZE"", ""*3cm"", ""#"", ""EE"", ""*g1 O.5cm"", ""*79cm""]"
25056,https://m.media-amazon.com/images/I/514jyZxfZbL.jpg,530124,"[""215mm"", ""255mm""]"
120819,https://m.media-amazon.com/images/I/71YG7pUenbL.jpg,386873,"[""8.9 mm"", ""78.1 mm"", ""mm 33mm"", ""6.8"", ""I"", ""QHD+"", ""Dynamic AMOLED 2X"", ""120HZ""]"
124228,https://m.media-amazon.com/images/I/71sN7-8i96L.jpg,701880,"[""Lightweight and Foldable"", ""Vlog with single-handle gimbal Portable to"", ""carry in your pocket."", ""7.5 oz"", ""Product Weight Only"", ""6.6 in"", ""Storage length"", ""7.2 in"", ""Phone Screen Size Up to""]"
57971,https://m.media-amazon.com/images/I/51ekUVwQhOL.jpg,464488,"[""MAIE URNY"", ""PIOSRTRR"", ""Handcrafted Art Ceramics"", ""Rozmiar"", ""Wysokosc"", ""Srednica"", ""Pojemnosc"", ""9"", ""7.5cm"", ""110ml"", ""cm""]"
6428,https://m.media-amazon.com/images/I/41GXQc8cGYL.jpg,842895,"[""19CM"", ""7.48IN"", ""12.5CM"", ""4.92IN"", ""JETPRO"", ""1.5CM"", ""6.5CM"", ""0.59IN"", ""2.56IN""]"
